Feature 1,Feature 2,Target
-0.41258169382225796,0.9574455911410041,0
1.5992807850751332,1.3373995886115422,1
-0.5167100422065878,0.3448302953033495,0
-2.006680137358865,1.9324333225559711,0
-0.5593515107224758,1.2538554283464762,0
-1.761651056545663,2.0545938348868047,0
0.25211698347935796,-0.10026069840639429,0
0.122674607107222,-0.0006081834913014283,0
0.40927005435895314,-0.30278646422518407,0
-0.6583969764610773,0.3412145944697327,0
-0.012017053595566485,-0.551126638401428,0
-2.1252961473879983,2.271644813725528,0
-0.7067663156361063,0.7677887370334712,0
-0.20200389192298296,0.41555375172431874,0
-1.2068334542479202,1.1915357846534314,0
-1.6394349974135365,1.1890835606786219,0
-1.0937020416912904,0.8168879543775862,0
-0.45154507314313774,0.21376007707167577,0
-0.3045511024176717,0.6829909887700216,0
-2.4507008242543638,2.5154047386307363,0
-1.446737198367107,1.6480243720191978,0
-0.09095460451045456,0.5938966486267854,0
0.4349048826299866,-0.1175119483000624,0
-0.1992437143265351,0.7542853219031443,0
0.4023230681102983,-0.1566830875507026,0
-1.4758231957998507,1.371116901354067,0
-0.1942703687417895,0.6422195950092686,0
-1.3222600713765047,1.6803187655854082,0
0.8393542753335776,-0.792095778421406,0
-2.2759534727870756,2.319214159157713,0
-2.201799034515826,2.276655099681374,0
0.8097738992097476,-0.4668034639624672,0
0.7225696589737114,-0.7110554173444352,0
-1.0220180980755638,1.0901876926302048,0
-2.048709109986599,1.5922103303847805,0
-2.1457488887582796,1.912866516881261,0
-1.39933644397999,0.9015673872491154,0
-2.693238894041571,2.2850521999282627,0
-2.48442215405527,2.2398592032233147,0
-2.3714333039590794,2.412764662599279,0
-0.4831204456786533,0.39361990134180525,0
-1.0885414968184925,1.1048038389343469,0
-3.2286897034097612,3.071794042758855,0
0.18840355994899127,-0.3140395562383338,0
-0.25427364506678896,0.6865052598519334,0
-1.038524191553112,0.6136978398141373,0
0.4848777296054525,-0.5973756621130739,0
-0.8429795187261062,1.138612548877577,0
-1.062545090656929,1.7262776736972585,0
1.135796310336342,-0.7774498774059144,0
-1.5541808719898436,1.2721719839104693,0
0.7805546016805265,-0.32158011193856706,0
-1.1095363701417364,0.7664542791689403,0
-0.6841971246257812,0.5548813651384203,0
-0.05335774432627194,0.45586994145302184,0
-1.9791260798789934,1.8728403038443853,0
-1.4621917037079837,0.9817205474319218,0
-2.1534071149916,1.833835631010626,0
-0.07207257877848039,0.6822576820363734,0
-0.6837202862610536,0.7916053523393644,0
-2.2855484110173636,2.1610015306913035,0
-1.6532264790910784,1.4001440110841075,0
-2.0649865696046747,1.6907045924218993,0
-1.8831905511299902,1.9059359827130056,0
-1.3537303982571582,0.39070692215510117,0
-1.6412556126556055,1.848061175227919,0
-1.2396582954413882,1.4450202375970713,0
-1.1165507610503154,1.4117480786134267,0
-0.051959530595168224,-0.2021042527232555,0
0.679732805477623,-0.4099642402261876,0
-1.8771280611172407,1.470680566279101,0
-0.7660461650412418,1.5404577653442557,0
-2.264106855417708,2.1569154726663387,0
-0.9244192213338538,1.0255793095743628,0
-0.5139007143065654,0.5132440256128612,0
-1.513931780166422,1.9699902717989701,0
-0.9069657317118828,1.003851043546015,0
0.39628296628806225,0.16292600592641826,0
-0.005478713069438146,-0.07924851639688413,0
-0.9601827122067357,0.734123496095588,0
-0.15575303012789776,-0.2746882948775451,0
-0.5652845778537642,1.120925279822015,0
-1.6969419742120473,1.6157531946155221,0
-0.6651367096274118,0.3485525584221345,0
-0.4796702633201423,0.5246542717614672,0
-2.0798829406482016,1.8664413350911775,0
-2.282354732725728,1.4947793167707706,0
-0.3695991393463487,0.4738148734388734,0
-1.6942567354731992,1.7752141766107266,0
-1.4741399615920898,1.4214315945040754,0
-0.6366974587570406,0.415844845631236,0
-3.2571464614443593,2.7802570356255925,0
-2.3181233600025846,1.890605168414397,0
-2.4916469515611244,2.3713857805450393,0
-1.300203286856723,1.6121768530475715,0
0.7465260197424166,-0.5820074691821306,0
-0.2648990080344188,0.527411766574142,0
-0.8142566575030641,0.5489855226241728,0
-0.030810628809817997,-0.2447397079883733,0
2.2396748596191927,-1.9478575573777186,0
-1.4447911841372845,2.0498111021232037,0
-1.2821308704740293,1.2252827002742088,0
0.5143840820357493,-0.2797286604553706,0
-1.4056584605534983,1.4259212117747915,0
0.14709449484431114,0.007833081427475186,0
-2.4153973304353396,2.5388991873745876,0
-0.4965628833690994,1.0282200417200287,0
-1.62974122112496,1.4859742422033455,0
-0.7846006942241073,0.7283461341728301,0
-0.968738786616172,0.8082886617470283,0
-1.0124873852422938,1.5209328810019234,0
-0.982436876447986,0.9527661362398476,0
-2.286701152393313,1.854372173759281,0
-1.7736141264690888,1.6646040997422178,0
-0.4016940193216145,0.5088172074216148,0
1.7748026679499507,-1.5758834677188598,0
-1.6808003838211416,1.023065616865407,0
-1.3064393385391868,1.3638199912774578,0
-0.10431547728447887,0.5150455164449701,0
-0.8117213411024031,0.35216086763989973,0
-1.3090826860468687,0.7054517371622177,0
-0.8736386926418337,1.4725763092462028,0
-2.1773042661048336,2.519996147107912,0
-0.028627152991228533,0.3510608410010678,0
-1.39804958975907,1.4556212980271361,0
0.19454364555964165,0.4471923436285944,0
-1.4433790371238566,1.4734418335381565,0
-1.4639811092568018,1.278686868392947,0
0.36063492139532793,-1.0809658864883245,0
-0.27679939765026185,0.34291312354812153,0
-1.8945094313026292,1.6155992796440763,0
